trial,pop_time_seconds
0,61.511
0,64.001
0,68.57
0,66.938
0,66.395
0,64.847
0,64.621
0,59.924
0,74.334
0,70.383
0,69.056
0,66.86
0,62.722
0,82.436
0,0.0
0,60.389
0,82.268
0,65.746
0,72.777
0,70.768
0,0.0
0,75.116
0,70.195
0,81.244
0,60.586
0,60.507
0,95.63
0,83.494
0,85.129
1,64.774
1,0.0
1,68.852
1,89.498
1,64.616
1,97.554
1,67.997
1,71.257
1,83.374
1,70.353
1,59.362
1,90.481
1,70.693
1,73.385
1,64.241
1,67.737
1,100.063
1,84.231
1,70.149
1,74.708
1,70.385
1,66.485
1,46.113
1,64.48
1,90.866
1,66.722
1,69.188
1,85.881
1,93.945
1,65.395
1,71.856
1,65.87
1,57.309
1,62.46
1,67.592
1,106.764
1,71.647
1,56.444
1,60.107
1,101.438
1,70.664
1,78.853
1,65.203
1,81.502
1,67.858
1,65.112
1,72.688
1,84.9
1,66.151
1,62.606
1,97.57
1,62.889
1,69.567
1,108.768
1,58.606
1,74.98
1,68.9
1,61.873
1,68.047
1,71.129
1,63.548
1,69.857
1,75.466
1,64.944
1,62.552
1,44.623
1,67.779
1,72.971
1,66.71
1,65.366
1,0.0
1,71.761
1,55.896
1,73.851
1,63.408
1,78.746
1,88.51
1,71.522
1,66.714
1,62.414
1,46.55
1,82.009
1,44.506
1,64.112
1,68.246
1,88.852
1,91.55
1,0.0
1,63.936
1,68.032
1,54.245
1,72.958
1,65.787
1,65.643
1,60.462
1,63.611
1,72.178
1,0.0
1,102.716
1,90.987
1,88.697
1,65.747
1,87.708
1,68.673
1,68.764
1,64.214
1,62.813
1,0.0
1,0.0
1,73.302
1,76.323
1,61.292
1,63.418
1,71.282
1,60.435
1,58.733
1,64.775
1,72.359
1,67.345
1,78.276
1,96.723
1,77.116
1,91.008
1,0.0
1,68.479
1,80.216
1,72.646
1,94.726
1,0.0
1,106.205
1,75.352
1,88.419
1,71.533
1,65.76
1,68.493
1,74.76
1,63.508
1,70.37
1,58.732
1,67.977
1,91.79
1,0.0
1,84.244
1,68.11
1,73.246
1,82.968
1,0.0
1,77.375
1,67.264
1,94.997
1,70.163
1,72.371
1,0.0
1,73.221
1,89.256
1,96.207
1,69.401
1,70.553
1,71.67
1,94.592
1,69.648
1,92.077
1,62.095
1,72.766
1,44.881
1,70.908
1,72.191
1,0.0
1,64.92
1,79.575
1,73.89
1,0.0
1,74.735
1,68.483
1,68.835
1,98.896
1,0.0
1,71.067
1,67.735
1,48.67
1,64.083
1,72.099
1,45.942
1,59.091
1,58.707
1,86.996
1,81.952
1,70.663
1,61.463
1,88.343
1,63.372
1,79.049
1,83.361
1,48.501
1,75.606
1,84.825
1,84.011
1,65.02
1,44.496
1,65.633
1,61.632
1,69.218
1,86.234
1,113.574
1,72.189
1,0.0
1,64.436
1,65.561
1,45.858
1,69.172
1,66.615
1,63.509
1,89.669
1,0.0
1,107.946
1,50.096
1,63.149
1,74.119
1,61.841
1,92.4
1,69.028
1,69.528
1,71.075
1,72.543
1,75.158
1,86.297
1,63.332
1,94.183
1,69.502
1,0.0
1,91.911
1,67.732
1,96.455
1,78.316
1,92.494
1,49.732
1,70.539
1,91.866
1,65.268
1,68.47
1,68.165
1,63.999
1,64.705
1,69.386
1,0.0
1,0.0
1,75.328
1,67.171
1,60.26
1,68.012
1,62.394
1,0.0
1,71.042
1,66.388
1,61.765
1,61.364
1,106.601
1,47.694
1,87.934
1,90.742
1,66.353
1,70.028
1,89.711
1,71.039
1,71.113
1,62.778
1,0.0
1,69.116
1,67.051
1,104.401
1,83.236
1,108.009
1,68.141
1,83.189
1,65.269
1,0.0
1,0.0
1,58.052
1,59.58
1,71.302
1,62.665
1,89.523
1,44.989
2,70.124
2,0.0
2,76.408
2,66.264
2,0.0
2,0.0
2,64.09
2,107.977
2,70.704
2,103.994
2,0.0
2,72.123
2,0.0
2,70.991
2,69.467
2,72.748
2,0.0
2,64.824
2,66.51
2,74.086
2,65.652
2,0.0
2,92.045
2,86.797
2,46.272
2,70.114
2,64.631
2,76.138
2,94.363
2,45.114
2,91.2
2,66.213
2,59.157
2,65.084
2,75.37
2,68.622
2,72.735
2,72.893
2,67.307
2,70.762
2,59.618
2,104.765
2,74.4
2,94.94
2,92.607
2,89.744
2,101.727
2,71.358
2,53.257
2,65.688
2,41.641
2,77.053
2,73.304
2,89.531
2,94.77
2,0.0
2,69.048
2,68.771
2,70.745
2,60.54
2,98.471
2,73.613
2,69.313
2,73.994
2,86.731
2,0.0
2,64.745
2,71.163
2,67.096
2,72.082
2,69.232
2,77.942
2,88.604
2,0.0
2,62.808
2,70.721
2,45.83
2,64.246
2,70.236
2,62.914
2,67.346
2,77.517
2,65.255
2,67.837
2,62.117
2,70.842
2,63.642
2,68.983
2,48.015
2,66.238
2,70.322
2,69.278
2,72.735
2,70.35
2,73.949
2,87.386
2,61.11
2,59.281
2,59.736
2,65.982
2,91.697
2,63.999
2,56.255
2,64.085
2,65.229
2,67.4
2,74.727
2,58.38
2,70.9
2,70.377
2,44.242
2,69.46
2,0.0
2,63.73
2,66.097
2,80.114
2,61.982
2,72.092
2,59.647
2,80.175
2,87.754
2,68.027
2,60.83
2,74.07
2,46.321
2,68.62
2,0.0
2,74.321
2,48.618
2,69.42
2,94.996
2,61.018
2,66.123
2,97.514
2,71.515
2,64.698
2,68.697
2,63.59
2,70.122
2,63.825
2,102.246
2,75.617
2,104.595
2,59.073
2,46.244
2,63.638
2,72.382
2,48.312
2,93.027
2,64.829
2,78.992
2,63.944
2,0.0
2,68.669
2,59.721
2,57.531
2,69.37
2,75.863
2,69.595
2,0.0
2,62.547
2,70.647
2,0.0
2,63.822
2,73.68
2,62.038
2,44.051
2,73.565
2,68.209
2,68.46
2,86.909
2,71.041
2,0.0
2,72.284
2,82.957
2,66.306
2,63.26
2,59.495
2,71.682
2,67.656
2,43.845
2,69.82
2,85.614
2,73.332
2,70.342
2,70.498
2,0.0
2,70.183
2,63.008
2,48.258
2,94.747
2,67.375
2,71.589
2,67.552
2,60.941
2,83.905
2,0.0
2,88.13
2,46.523
2,67.77
2,53.059
2,92.933
2,70.201
2,61.088
2,83.113
2,44.812
2,0.0
2,64.433
2,65.988
2,0.0
2,59.829
2,72.062
2,62.28
2,66.455
2,64.964
2,61.645
2,71.893
2,0.0
2,71.311
2,64.769
2,69.459
2,89.847
2,95.793
2,73.483
2,0.0
2,66.707
2,101.682
2,63.185
2,63.126
2,56.118
2,73.212
2,61.896
2,89.117
2,72.107
2,68.883
2,71.497
2,0.0
2,69.8
2,64.111
2,65.673
2,0.0
2,0.0
2,45.554
2,60.764
2,62.642
2,62.265
2,95.367
2,0.0
2,63.591
2,0.0
2,0.0
2,47.639
2,96.071
2,74.056
2,92.812
2,62.872
2,64.583
2,45.116
2,74.778
2,76.496
2,63.231
2,69.296
2,64.526
2,61.094
2,70.397
2,91.477
2,92.105
2,66.677
2,93.041
2,68.829
2,71.688
2,63.432
2,71.943
2,71.172
2,93.263
2,67.652
3,64.243
3,102.383
3,67.606
3,68.704
3,116.017
3,71.267
3,69.406
3,66.808
3,0.0
3,77.757
3,73.94
3,85.772
3,71.099
3,104.465
3,68.89
3,0.0
3,74.774
3,0.0
3,60.251
3,78.937
3,63.414
3,57.029
3,59.006
3,74.786
3,73.333
3,0.0
3,64.635
3,64.679
3,68.423
3,77.808
3,73.542
3,71.392
3,64.744
3,0.0
3,0.0
3,70.982
3,72.277
3,61.792
3,66.532
3,67.087
3,66.891
3,62.379
3,76.77
3,66.368
3,62.703
3,76.923
3,105.432
3,68.204
3,72.316
3,65.17
3,59.526
3,70.068
3,64.836
3,67.362
3,76.361
3,64.489
3,69.844
3,97.661
3,48.681
3,0.0
3,0.0
3,81.22
3,63.366
3,99.136
3,63.484
3,67.393
3,0.0
3,0.0
3,63.764
3,65.758
3,71.92
3,67.835
3,70.08
3,0.0
3,71.923
3,42.242
3,78.896
3,70.335
3,67.9
3,69.24
3,85.732
3,84.582
3,72.588
3,116.632
3,66.022
3,68.262
3,67.087
3,63.355
3,85.516
3,77.55
3,63.946
3,67.869
3,64.264
3,67.206
3,82.91
3,64.948
3,60.269
3,67.975
3,65.698
3,70.057
3,44.817
3,63.821
3,62.633
3,67.473
3,74.047
3,43.296
3,71.692
3,68.503
3,73.441
3,70.184
3,61.404
3,68.089
3,71.669
3,65.361
3,84.535
3,64.921
3,66.502
3,61.684
3,0.0
3,67.621
3,49.237
3,62.188
3,69.642
3,73.437
3,80.448
3,68.472
3,86.468
3,68.342
3,74.088
3,74.086
3,66.91
3,73.985
3,67.386
3,98.406
3,95.467
3,86.082
3,62.888
3,73.586
3,75.107
3,69.519
3,67.379
3,78.21
3,73.438
3,0.0
3,85.979
3,70.121
3,103.759
3,72.563
3,72.643
3,60.916
3,71.118
3,70.837
3,92.727
3,70.752
3,72.951
3,56.115
3,68.765
3,89.366
3,66.391
3,69.608
3,91.96
3,69.085
3,0.0
3,42.194
3,72.93
3,93.673
3,0.0
3,108.382
3,0.0
3,71.5
3,73.837
3,99.503
3,76.053
3,88.956
3,66.656
3,0.0
3,63.831
3,67.68
3,68.826
3,70.71
3,70.766
3,80.938
3,74.87
3,65.74
3,78.026
3,61.935
3,62.428
3,71.414
3,87.434
3,55.486
3,49.437
3,70.556
3,66.972
3,66.578
3,66.399
3,69.321
3,63.028
3,64.153
3,0.0
3,0.0
3,100.845
3,64.612
3,69.387
3,66.598
3,0.0
3,65.905
3,63.52
3,77.006
3,44.818
3,82.916
3,59.931
3,68.836
3,70.044
3,65.085
3,91.468
3,0.0
3,63.959
3,69.214
3,63.059
3,65.966
3,70.06
3,66.658
3,73.381
3,0.0
3,58.83
3,72.266
3,68.936
3,78.563
3,0.0
3,68.043
3,116.781
3,0.0
3,85.143
3,73.829
3,63.169
3,64.269
3,76.377
3,100.006
3,64.147
3,68.943
3,68.802
3,71.467
3,58.757
3,72.663
3,73.134
3,78.943
3,66.425
3,74.052
3,74.478
3,0.0
3,73.052
3,61.583
3,76.957
3,85.379
3,67.527
3,43.573
3,62.009
3,0.0
3,65.691
3,70.305
3,87.045
3,47.091
3,65.831
3,66.963
3,69.739
3,61.53
3,68.215
3,70.69
3,70.004
3,63.561
3,0.0
3,64.396
3,90.611
3,69.97
3,66.641
3,61.959
3,68.959
3,71.997
3,65.26
3,0.0
3,61.121
3,68.769
3,69.838
3,69.04
3,86.084
3,70.608
3,65.652
3,93.771
3,67.354
3,58.635
3,102.619
3,84.043
3,74.372
3,72.78
3,45.67
3,70.106
3,70.726
3,44.408
3,66.744
3,70.468
3,52.798
3,67.406
3,65.557
3,63.636
3,94.071
3,64.366
3,98.624
4,0.0
4,71.783
4,64.293
4,69.66
4,73.445
4,71.042
4,67.367
4,0.0
4,63.091
4,66.545
4,84.516
4,67.651
4,96.086
4,0.0
4,70.796
4,0.0
4,0.0
4,72.188
4,82.309
4,62.8
4,71.647
4,66.531
4,70.677
4,41.282
4,74.303
4,76.912
4,52.402
4,68.419
4,68.548
4,85.084
4,69.882
4,70.027
4,69.462
4,84.91
4,64.026
4,65.454
4,0.0
4,64.369
4,90.154
4,63.208
4,101.256
4,71.143
4,65.059
4,66.702
4,72.225
4,67.172
4,77.408
4,70.111
4,63.418
4,41.834
4,100.585
4,65.309
4,68.199
4,36.502
4,67.584
4,75.954
4,0.0
4,60.418
4,69.134
4,93.005
4,72.696
4,89.242
4,59.731
4,98.179
4,63.152
4,73.127
4,62.997
4,70.692
4,84.559
4,88.372
4,71.204
4,0.0
4,64.934
4,66.41
4,54.306
4,67.113
4,67.575
4,51.054
4,68.582
4,68.104
4,49.643
4,87.623
4,91.922
4,0.0
4,91.019
4,75.245
4,68.324
4,67.754
4,0.0
4,70.851
4,70.885
4,65.521
4,88.204
4,106.715
4,66.962
4,0.0
4,45.063
4,45.692
4,0.0
4,64.189
4,84.022
4,69.466
4,104.13
4,61.009
4,75.391
4,96.385
4,87.632
4,69.15
4,0.0
4,96.199
4,0.0
4,62.055
4,44.533
4,67.519
4,59.368
4,0.0
4,88.196
4,74.364
4,60.38
4,0.0
4,66.167
4,46.344
4,93.711
4,45.144
4,93.318
4,63.917
4,68.285
4,46.646
4,64.594
4,67.633
4,46.716
4,67.076
4,61.283
4,103.925
4,101.753
4,67.468
4,0.0
4,0.0
4,75.311
4,70.643
4,77.306
4,69.848
4,0.0
4,71.071
4,0.0
4,63.519
4,93.39
4,60.779
4,59.484
4,68.003
4,70.439
4,69.532
4,59.602
4,63.95
4,64.511
4,74.737
4,0.0
4,0.0
4,90.326
4,59.799
4,77.417
4,63.474
4,72.289
4,74.555
4,65.473
4,69.545
4,76.745
4,65.669
4,0.0
4,0.0
4,69.719
4,73.828
4,65.656
4,72.685
4,71.203
4,91.095
4,100.525
4,70.951
4,0.0
4,37.325
4,79.128
4,79.142
4,0.0
4,73.587
4,71.603
4,62.189
4,61.509
4,65.199
4,61.823
4,74.799
4,58.899
4,0.0
4,63.348
4,70.113
4,70.752
4,74.969
4,65.58
4,68.751
4,70.534
4,66.584
4,65.897
4,76.476
4,70.83
4,94.216
4,64.708
4,61.999
4,46.319
4,71.395
4,67.472
4,70.844
4,96.955
4,71.746
4,0.0
4,67.199
4,94.548
4,68.466
4,48.959
4,0.0
4,70.994
4,94.21
4,56.733
4,100.972
4,65.106
4,81.372
4,72.8
4,96.17
4,73.56
4,68.806
4,0.0
4,67.849
4,83.602
4,73.749
4,59.925
4,64.074
4,66.742
4,108.133
4,64.213
4,0.0
4,68.3
4,70.009
4,65.701
4,60.87
4,80.362
4,62.714
4,45.098
4,82.415
4,44.309
4,62.879
4,58.269
4,62.852
4,89.166
4,75.504
4,92.073
4,67.847
4,0.0
4,0.0
4,43.36
4,66.142
4,61.002
4,0.0
4,47.489
4,101.899
4,72.568
4,70.778
4,59.817
4,66.425
4,68.884
4,63.177
4,0.0
4,75.977
4,95.721
4,67.189
4,70.323
4,41.941
4,89.764
4,0.0
4,66.628
4,59.473
4,65.305
4,67.579
4,67.066
4,71.538
4,0.0
4,80.268
4,63.581
4,83.095
4,89.328
4,63.921
4,64.6
5,46.224
5,69.763
5,60.498
5,68.534
5,68.272
5,0.0
5,76.06
5,72.865
5,113.639
5,69.019
5,71.108
5,60.807
5,70.965
5,77.463
5,63.667
5,0.0
5,65.105
5,0.0
5,58.632
5,67.431
5,64.051
5,85.069
5,74.718
5,87.21
5,0.0
5,87.202
5,68.179
5,68.325
5,79.922
5,78.829
5,56.776
5,70.164
5,64.16
5,72.528
5,41.563
5,60.683
5,72.824
5,56.799
5,94.177
5,71.735
5,65.553
5,75.455
5,80.122
5,70.174
5,91.121
5,107.446
5,0.0
5,0.0
5,87.19
5,69.625
5,91.057
5,59.864
5,88.539
5,84.071
5,91.126
5,69.725
5,74.209
5,55.847
5,67.502
5,61.014
5,70.244
5,112.192
5,65.821
5,82.106
5,65.136
5,61.078
5,63.152
5,0.0
5,68.798
5,0.0
5,77.643
5,72.292
5,102.445
5,68.16
5,57.071
5,66.566
5,69.169
5,66.012
5,66.577
5,64.009
5,66.121
5,72.203
5,45.575
5,0.0
5,64.701
5,58.117
5,96.197
5,64.378
5,66.577
5,71.985
5,73.874
5,0.0
5,87.91
5,0.0
5,78.051
5,63.829
5,67.91
5,71.023
5,71.445
5,69.549
5,63.195
5,65.285
5,65.103
5,68.486
5,69.057
5,68.453
5,72.207
5,108.093
5,87.82
5,79.104
5,82.152
5,67.578
5,99.023
5,0.0
5,73.279
5,65.395
5,72.133
5,79.014
5,60.39
5,101.051
5,79.867
5,71.006
5,100.445
5,70.186
5,62.753
5,74.674
5,0.0
5,93.497
5,0.0
5,59.676
5,70.854
5,44.123
5,65.154
5,70.723
5,0.0
5,0.0
5,48.484
5,63.444
5,67.013
5,84.962
5,0.0
5,69.169
5,74.657
5,70.61
5,74.145
5,0.0
5,72.857
5,77.6
5,75.67
5,50.264
5,76.344
5,65.039
5,97.036
5,68.296
5,60.146
5,45.424
5,48.355
5,70.247
5,67.169
5,64.235
5,70.291
5,88.396
5,73.065
5,72.888
5,94.041
5,62.39
5,86.023
5,76.6
5,70.115
5,74.154
5,62.599
5,82.81
5,73.453
5,70.194
5,58.805
5,0.0
5,0.0
5,73.065
5,0.0
5,61.847
5,70.614
5,70.648
5,81.957
5,68.766
5,47.461
5,64.918
5,44.411
5,66.471
5,0.0
5,82.534
5,72.701
5,87.691
5,72.978
5,65.186
5,62.425
5,82.388
5,103.693
5,0.0
5,78.614
5,65.435
5,62.867
5,89.686
5,63.258
5,65.702
5,69.006
5,69.249
5,79.959
5,67.097
5,63.335
5,66.916
5,64.322
5,76.663
5,71.571
5,69.469
5,57.862
5,44.163
5,98.452
5,67.238
5,76.021
5,72.257
5,65.667
5,75.314
5,87.26
5,109.041
5,75.63
5,68.978
5,59.917
5,68.584
5,79.027
5,83.921
5,64.804
5,78.951
5,68.603
5,63.91
5,66.347
5,64.844
5,69.919
5,94.086
5,86.922
5,95.348
5,73.645
5,69.13
5,0.0
5,64.577
5,64.219
5,63.836
5,75.455
5,87.942
5,77.196
5,40.797
5,73.358
5,86.347
5,0.0
5,91.413
5,56.847
5,70.041
5,0.0
5,0.0
5,87.131
5,66.063
5,0.0
5,68.937
5,92.492
5,81.065
5,102.212
5,65.064
5,69.125
5,85.538
5,71.214
5,68.069
5,0.0
5,0.0
5,75.169
5,91.378
5,70.027
5,91.958
5,61.639
5,73.234
5,69.157
5,95.334
5,99.913
5,72.692
5,41.735
5,0.0
5,61.103
5,99.966
5,65.168
5,96.405
5,0.0
5,0.0
5,88.095
5,67.926
5,60.089
5,73.53
5,71.387
5,62.755
5,76.237
5,73.178
5,78.937
5,84.71
5,62.217
5,69.263
5,64.648
5,70.877
6,61.455
6,87.617
6,66.113
6,71.076
6,77.047
6,71.549
6,69.834
6,95.064
6,62.36
6,44.709
6,91.489
6,64.103
6,0.0
6,62.74
6,90.775
6,69.171
6,66.724
6,39.277
6,0.0
6,0.0
6,63.198
6,70.283
6,76.645
6,72.913
6,65.144
6,61.064
6,60.514
6,59.903
6,53.339
6,102.003
6,65.184
6,58.151
6,65.557
6,91.904
6,69.746
6,0.0
6,61.763
6,65.938
6,50.17
6,0.0
6,69.995
6,96.102
6,68.285
6,0.0
6,56.574
6,73.219
6,59.693
6,103.798
6,79.307
6,58.565
6,66.672
6,83.206
6,78.001
6,66.039
6,67.571
6,59.618
6,46.061
6,66.22
6,74.352
6,74.647
6,77.449
6,69.255
6,66.007
6,68.87
6,66.339
6,73.323
6,70.773
6,65.134
6,70.865
6,58.677
6,0.0
6,89.055
6,69.598
6,72.709
6,70.418
6,63.966
6,47.567
6,0.0
6,73.912
6,100.877
6,69.718
6,78.481
6,56.259
6,102.613
6,104.961
6,65.12
6,0.0
6,72.744
6,106.554
6,94.912
6,65.71
6,57.953
6,0.0
6,74.092
6,0.0
6,67.054
6,67.312
6,67.707
6,94.43
6,69.867
6,66.162
6,67.005
6,64.486
6,63.962
6,63.939
6,66.947
6,63.017
6,52.965
6,65.626
6,61.313
6,68.047
6,64.467
6,94.559
6,78.456
6,58.741
6,0.0
6,0.0
6,62.771
6,70.541
6,79.978
6,63.738
6,99.753
6,70.078
6,61.982
6,65.846
6,61.516
6,0.0
6,47.681
6,96.052
6,73.077
6,66.099
6,58.37
6,58.32
6,63.578
6,72.14
6,70.214
6,70.817
6,82.758
6,65.234
6,71.974
6,75.616
6,72.087
6,72.09
6,82.341
6,70.593
6,60.919
6,100.729
6,0.0
6,69.127
6,71.397
6,67.305
6,62.146
6,77.057
6,100.074
6,41.235
6,0.0
6,75.611
6,77.256
6,0.0
6,0.0
6,70.642
6,66.302
6,80.023
6,72.683
6,68.056
6,68.262
6,66.922
6,0.0
6,92.526
6,101.867
6,74.682
6,0.0
6,73.325
6,61.272
6,63.699
6,68.936
6,65.612
6,0.0
6,68.884
6,73.351
6,45.403
6,63.191
6,67.65
6,59.693
6,105.034
6,0.0
6,67.342
6,68.874
6,64.69
6,72.573
6,73.53
6,73.209
6,80.831
6,69.133
6,72.679
6,71.599
6,71.225
6,104.394
6,0.0
6,110.86
6,62.426
6,89.461
6,62.588
6,68.481
6,62.98
6,101.039
6,0.0
6,69.876
6,63.311
6,62.103
6,69.225
6,73.933
6,64.904
6,111.64
6,57.373
6,71.545
6,0.0
6,62.368
6,73.65
6,66.078
6,75.453
6,64.903
6,65.795
6,43.219
6,66.672
6,69.791
6,42.061
6,61.733
6,73.127
6,58.531
6,60.723
6,64.871
6,68.389
6,69.502
6,91.311
6,74.755
6,76.536
6,66.101
6,80.355
6,78.325
6,73.453
6,73.03
6,64.68
6,0.0
6,66.479
6,98.039
6,87.783
6,61.753
6,0.0
6,70.028
6,74.946
6,0.0
6,72.976
6,69.668
6,95.596
6,0.0
6,63.432
6,70.91
6,68.131
6,64.125
6,65.485
6,64.749
6,66.765
6,61.037
6,64.839
6,0.0
6,69.129
6,73.542
6,73.846
6,68.565
6,59.892
6,50.24
6,60.78
6,70.027
6,74.502
6,70.271
6,84.075
6,68.675
6,84.828
6,64.759
6,0.0
6,52.853
6,77.765
6,67.594
6,0.0
6,0.0
6,61.642
6,68.283
6,48.071
6,0.0
6,0.0
6,0.0
6,111.037
6,0.0
6,70.482
6,65.227
6,87.813
6,90.523
7,93.192
7,91.31
7,63.553
7,0.0
7,68.01
7,65.989
7,54.484
7,0.0
7,68.052
7,70.037
7,60.531
7,0.0
7,84.339
7,70.057
7,77.176
7,66.584
7,65.717
7,67.726
7,90.512
7,69.115
7,89.39
7,73.604
7,63.116
7,69.674
7,69.877
7,0.0
7,66.249
7,62.15
7,68.286
7,90.062
7,62.495
7,87.163
7,74.34
7,61.656
7,73.213
7,58.837
7,115.699
7,60.709
7,102.047
7,64.38
7,96.148
7,76.393
7,66.189
7,114.415
7,108.095
7,60.129
7,89.983
7,87.721
7,67.821
7,65.699
7,81.088
7,67.191
7,70.397
7,54.946
7,99.362
7,68.424
7,75.294
7,65.306
7,64.639
7,82.1
7,95.226
7,58.326
7,63.875
7,0.0
7,92.0
7,64.022
7,62.909
7,72.842
7,70.521
7,0.0
7,88.926
7,72.497
7,69.898
7,45.597
7,70.747
7,0.0
7,86.361
7,63.38
7,82.809
7,77.749
7,90.007
7,63.601
7,72.91
7,90.34
7,68.057
7,70.964
7,71.173
7,42.043
7,66.079
7,60.636
7,69.257
7,76.989
7,62.761
7,74.572
7,83.672
7,66.32
7,71.221
7,65.804
7,46.11
7,65.015
7,66.587
7,81.89
7,61.93
7,71.414
7,65.344
7,69.724
7,63.372
7,67.536
7,57.068
7,65.7
7,63.86
7,73.464
7,61.211
7,66.789
7,69.193
7,100.295
7,71.862
7,89.353
7,0.0
7,67.864
7,65.746
7,100.5
7,60.777
7,68.558
7,63.199
7,78.974
7,64.535
7,69.074
7,62.608
7,74.534
7,66.395
7,62.859
7,0.0
7,48.196
7,104.526
7,88.596
7,69.038
7,69.62
7,67.697
7,68.905
7,56.837
7,83.715
7,113.079
7,44.456
7,66.968
7,59.31
7,58.568
7,94.969
7,72.849
7,71.79
7,63.359
7,71.466
7,66.89
7,0.0
7,75.909
7,0.0
7,65.457
7,63.927
7,95.213
7,0.0
7,66.9
7,97.404
7,61.333
7,60.052
7,66.968
7,65.231
7,77.022
7,64.473
7,66.438
7,49.513
7,68.741
7,40.123
7,68.942
7,64.687
7,0.0
7,70.824
7,64.735
7,63.59
7,0.0
7,82.403
7,64.205
7,59.178
7,67.42
7,72.08
7,79.437
7,62.207
7,86.152
7,68.943
7,94.85
7,65.161
7,0.0
7,46.758
7,85.876
7,67.539
7,65.872
7,66.678
7,92.121
7,76.115
7,59.499
7,81.072
7,70.068
7,70.775
7,71.554
7,81.435
7,67.988
7,65.586
7,88.763
7,65.501
7,45.808
7,64.149
7,73.359
7,101.819
7,0.0
7,69.905
7,60.49
7,103.202
7,65.285
7,101.818
7,82.187
7,62.375
7,62.574
7,74.525
7,104.102
7,88.549
7,86.721
7,71.505
7,0.0
7,65.672
7,66.744
7,82.76
7,88.046
7,89.93
7,87.844
7,69.098
7,75.768
7,60.549
7,91.578
7,62.013
7,60.115
7,72.25
7,0.0
7,92.43
7,71.22
7,63.336
7,68.987
7,66.991
7,70.992
7,66.235
7,64.794
7,72.834
7,73.468
7,64.723
7,71.424
7,70.608
7,66.878
7,64.655
7,63.79
7,73.958
7,92.971
7,106.212
7,88.835
7,106.648
7,42.348
